price,strike
0.7692307806932009,3050
0.9200000047683716,3100
1.3333333333333333,3150
2.355555640326606,3200
3.644444359673394,3250
5.845161437988281,3300
10.066666603088379,3350
16.628570829119003,3400
27.745453921231356,3450
44.03333346048991,3500
66.17777506510417,3550
93.29999923706055,3600
130.06666310628256,3650
172.9333292643229,3700
217.4000015258789,3750
262.3000030517578,3800
309.5,3850
358.5,3900
407.5,3950
457.3000030517578,4000
