ins_id,date,close
IF1709,2017-09-11,3831.469467787115
IF1709,2017-09-12,3841.447368421053
IF1709,2017-09-13,3844.902552204176
IF1709,2017-09-14,3831.2480565371034
IF1710,2017-09-15,3834.297777777778
IF1710,2017-09-18,3855.1213114754096
IF1710,2017-09-19,3823.7304940374784
IF1710,2017-09-20,3843.963636363636
IF1710,2017-09-21,3837.1972709551655
IF1710,2017-09-22,3829.4268656716417
IF1710,2017-09-25,3803.9958883994127
IF1710,2017-09-26,3813.250671785029
IF1710,2017-09-27,3819.813093289689
IF1710,2017-09-28,3829.23108974359
IF1710,2017-09-29,3846.416523235801
IF1710,2017-10-09,3890.3340122199593
IF1710,2017-10-10,3892.0921875
IF1710,2017-10-11,3902.125
IF1710,2017-10-12,3916.244202898551
IF1710,2017-10-13,3931.646184738956
IF1710,2017-10-16,3919.375655430712
IF1710,2017-10-17,3913.843496801706
IF1710,2017-10-18,3930.844606946984
IF1711,2017-10-19,3922.0230769230766
IF1711,2017-10-20,3911.6256619144606
IF1711,2017-10-23,3921.654697286013
IF1711,2017-10-24,3944.572063492063
IF1711,2017-10-25,3965.5920374707257
IF1711,2017-10-26,3991.922540983607
IF1711,2017-10-27,4016.122105263158
IF1711,2017-10-30,3980.901321585903
IF1711,2017-10-31,3993.9417821782176
IF1711,2017-11-01,3981.8947916666666
IF1711,2017-11-02,3985.104
IF1711,2017-11-03,3964.12238267148
IF1711,2017-11-06,4006.813194444444
IF1711,2017-11-07,4046.7924528301887
IF1711,2017-11-08,4045.701271186441
IF1711,2017-11-09,4078.0031595576615
IF1711,2017-11-10,4115.3113585746105
IF1711,2017-11-13,4128.700680272109
IF1711,2017-11-14,4101.137157107232
IF1711,2017-11-15,4074.6828220858897
IF1712,2017-11-16,4107.028333333334
IF1712,2017-11-17,4116.203683241252
IF1712,2017-11-20,4145.663295880149
IF1712,2017-11-21,4230.233046471601
IF1712,2017-11-22,4234.526016260163
IF1712,2017-11-23,4099.569129287599
IF1712,2017-11-24,4101.84224
IF1712,2017-11-27,4026.594547707559
IF1712,2017-11-28,4042.678102189781
IF1712,2017-11-29,4037.2503937007873
IF1712,2017-11-30,3980.994374120956
IF1712,2017-12-01,3978.67395411606
IF1712,2017-12-04,4000.702389078498
IF1712,2017-12-05,4019.2700167504186
IF1712,2017-12-06,3989.947286821705
IF1712,2017-12-07,3947.9808873720135
IF1712,2017-12-08,3997.4802841918295
IF1712,2017-12-11,4064.1836627140974
IF1712,2017-12-12,4011.8511258278154
IF1712,2017-12-13,4048.80327198364
IF1801,2017-12-14,4030.323905723906
IF1801,2017-12-15,3977.2609836065576
IF1801,2017-12-18,3986.907129798904
IF1801,2017-12-19,4043.2846511627904
IF1801,2017-12-20,4028.418277680141
IF1801,2017-12-21,4081.229260935143
IF1801,2017-12-22,4068.609983896941
IF1801,2017-12-25,4049.537142857144
IF1801,2017-12-26,4070.06936416185
IF1801,2017-12-27,3994.548776978417
IF1801,2017-12-28,4029.0535127055305
IF1801,2017-12-29,4039.885126582279
IF1801,2018-01-02,4102.530043541365
IF1801,2018-01-03,4122.059848484849
IF1801,2018-01-04,4133.945631067961
IF1801,2018-01-05,4145.742222222222
IF1801,2018-01-08,4161.935776614311
IF1801,2018-01-09,4197.918446601942
IF1801,2018-01-10,4211.882421875
IF1801,2018-01-11,4208.36746031746
IF1801,2018-01-12,4230.615209125475
IF1801,2018-01-15,4222.6367622259695
IF1801,2018-01-16,4263.150544323484
IF1801,2018-01-17,4250.586167146974
IF1801,2018-01-18,4277.1986440677965
IF1802,2018-01-19,4290.802040816327
IF1802,2018-01-22,4351.642605633803
IF1802,2018-01-23,4398.092700729927
IF1802,2018-01-24,4403.394549266247
IF1802,2018-01-25,4374.971036585366
IF1802,2018-01-26,4399.659067357513
IF1802,2018-01-29,4317.031868131868
IF1802,2018-01-30,4268.574914089348
IF1802,2018-01-31,4279.164360587002
IF1802,2018-02-01,4239.616267942583
IF1802,2018-02-02,4273.867948717948
IF1802,2018-02-05,4264.811053540587
IF1802,2018-02-06,4118.142349726776
IF1802,2018-02-07,4022.031491712708
IF1802,2018-02-08,3998.728327645051
IF1802,2018-02-09,3793.316487455197
IF1802,2018-02-12,3868.812043010752
IF1803,2018-02-13,3919.775757575758
IF1803,2018-02-14,3950.399659284498
IF1803,2018-02-22,4024.65903814262
IF1803,2018-02-23,4048.974402730376
IF1803,2018-02-26,4106.33073322933
IF1803,2018-02-27,4043.720380434783
IF1803,2018-02-28,4003.207235142119
IF1804,2018-04-03,3854.082515337423
IF1804,2018-04-04,3837.307270233197
IF1804,2018-04-09,3843.7772151898735
IF1804,2018-04-10,3925.128198757764
IF1804,2018-04-11,3932.303063063063
IF1804,2018-04-12,3892.304173106646
IF1804,2018-04-13,3862.121991701245
IF1804,2018-04-16,3797.420338983051
IF1804,2018-04-17,3738.838926174497
IF1804,2018-04-18,3757.561006289309
IF1804,2018-04-19,3811.826297577855
IF1805,2018-04-20,3760.072483221477
IF1805,2018-04-23,3748.1202072538863
IF1805,2018-04-24,3834.0740963855424
IF1805,2018-04-25,3816.8502777777776
IF1805,2018-04-26,3733.417772511848
IF1805,2018-04-27,3745.636593059937
IF1805,2018-05-02,3758.0745398773006
IF1805,2018-05-03,3787.5617647058825
IF1805,2018-05-04,3764.1154098360657
IF1805,2018-05-07,3828.792671755725
IF1805,2018-05-08,3879.074861878453
IF1805,2018-05-09,3868.0498381877023
IF1805,2018-05-10,3898.400843881857
IF1805,2018-05-11,3876.167695961995
IF1805,2018-05-14,3910.4326797385625
IF1805,2018-05-15,3924.934797297297
IF1806,2018-05-17,3842.6143312101913
IF1806,2018-05-18,3898.2676328502416
IF1806,2018-05-21,3908.770333333334
IF1806,2018-05-22,3894.38875
IF1806,2018-05-23,3836.518967741936
IF1806,2018-05-24,3805.814911242603
IF1806,2018-05-25,3791.4891364902505
IF1806,2018-05-28,3817.8089725036175
IF1806,2018-05-29,3779.138020086084
IF1806,2018-05-30,3699.6677925211097
IF1806,2018-05-31,3782.4927272727273
IF1806,2018-06-01,3750.310354223433
IF1806,2018-06-04,3786.178192252511
IF1806,2018-06-05,3825.0377952755903
IF1806,2018-06-06,3820.932427843803
IF1806,2018-06-07,3816.003677510608
IF1806,2018-06-08,3761.9407307171855
IF1806,2018-06-11,3773.935408560312
IF1806,2018-06-12,3820.817258883249
IF1806,2018-06-13,3778.10831792976
IF1806,2018-06-14,3769.508641975309
IF1807,2018-06-15,3753.115555555556
IF1807,2018-06-19,3572.79797979798
IF1807,2018-06-20,3594.962465753425
IF1807,2018-06-21,3542.6752475247526
IF1807,2018-06-22,3570.5333333333333
IF1807,2018-06-25,3509.4048407643318
IF1807,2018-06-26,3489.9636672325973
IF1807,2018-06-27,3393.6055005500552
IF1807,2018-06-28,3380.9708609271524
IF1807,2018-06-29,3476.3255528255527
IF1807,2018-07-03,3329.981818181818
IF1807,2018-07-04,3329.9981954887216
IF1807,2018-07-05,3304.509778357236
IF1807,2018-07-06,3326.3006600660065
IF1807,2018-07-09,3440.489258028793
IF1807,2018-07-10,3446.312559241706
IF1807,2018-07-11,3382.645348837209
IF1807,2018-07-12,3475.923076923077
IF1807,2018-07-13,3478.325
IF1807,2018-07-16,3461.8662452591657
IF1807,2018-07-17,3442.1414383561646
IF1807,2018-07-18,3425.8369602763387
IF1807,2018-07-19,3429.340127388535
IF1808,2018-07-20,3472.078095238095
IF1808,2018-07-23,3511.084039900249
IF1808,2018-07-24,3573.18352402746
IF1808,2018-07-25,3569.372235294118
IF1808,2018-07-26,3527.2229551451187
IF1808,2018-07-27,3519.087581699346
IF1808,2018-07-30,3501.466601941748
IF1808,2018-07-31,3512.7569390402077
IF1808,2018-08-01,3423.86018957346
IF1808,2018-08-02,3346.04
IF1808,2018-08-03,3286.505601659751
IF1808,2018-08-06,3260.8617886178863
IF1808,2018-08-07,3358.3761538461536
IF1808,2018-08-08,3300.200943396226
IF1808,2018-08-09,3387.470425321464
IF1808,2018-08-10,3397.08
IF1808,2018-08-13,3385.2012158054717
IF1808,2018-08-14,3368.904966887417
IF1808,2018-08-15,3285.493771626297
IF1809,2018-08-16,3273.996172248804
IF1809,2018-08-17,3202.1555801104973
IF1809,2018-08-20,3253.972393247269
IF1809,2018-08-21,3302.2554901960784
IF1809,2018-08-22,3297.736560247168
IF1809,2018-08-23,3303.512014787431
IF1809,2018-08-24,3308.140500736377
IF1809,2018-08-27,3395.5035677879714
IF1809,2018-08-28,3389.349614395887
IF1809,2018-08-29,3378.639310344828
IF1809,2018-08-30,3344.845707656613
IF1809,2018-08-31,3318.189220404235
IF1809,2018-09-03,3312.500115340254
IF1809,2018-09-04,3353.555467196819
IF1809,2018-09-05,3281.429136690648
IF1809,2018-09-06,3251.2541205412053
IF1809,2018-09-07,3270.434030683403
IF1809,2018-09-10,3225.70407523511
IF1809,2018-09-11,3217.9602649006624
IF1809,2018-09-13,3209.085294117647
IF1809,2018-09-14,3240.7097345132743
IF1809,2018-09-17,3207.7705636743217
IF1809,2018-09-18,3273.655769230769
IF1809,2018-09-19,3312.203576751118
IF1810,2018-09-20,3316.088588007737
IF1810,2018-09-21,3421.107858546169
IF1810,2018-09-25,3388.060552486188
IF1810,2018-09-26,3423.801454545455
IF1810,2018-09-27,3412.964983888292
IF1810,2018-09-28,3448.5271091113614
IF1810,2018-10-08,3290.3860769860767
IF1810,2018-10-09,3288.606234413965
IF1810,2018-10-10,3290.867913669065
IF1810,2018-10-11,3112.7144761904765
IF1810,2018-10-12,3169.807756232686
IF1810,2018-10-15,3120.8462025316458
IF1810,2018-10-16,3110.047437774524
IF1810,2018-10-17,3122.137087378641
IF1811,2018-10-19,3133.1317427385893
IF1811,2018-10-22,3286.259779338014
IF1811,2018-10-23,3183.282413087935
IF1811,2018-10-24,3187.663480392157
IF1811,2018-10-26,3167.6702290076337
IF1811,2018-10-29,3079.2377063423114
IF1811,2018-10-30,3113.450707290533
IF1811,2018-10-31,3154.5279296875
IF1811,2018-11-01,3176.11127348643
IF1811,2018-11-02,3304.049409780776
IF1811,2018-11-05,3263.8148409893997
IF1811,2018-11-06,3244.810189982729
IF1811,2018-11-07,3214.4387633769325
IF1811,2018-11-08,3215.168951612903
IF1811,2018-11-09,3170.724304932736
IF1811,2018-11-12,3207.914944834504
IF1811,2018-11-13,3239.789013732834
IF1811,2018-11-14,3202.8893081761007
IF1812,2018-11-15,3242.633608815427
IF1812,2018-11-16,3260.4122171945705
IF1812,2018-11-19,3295.58373493976
IF1812,2018-11-20,3222.0938411669367
IF1812,2018-11-21,3223.502032520325
IF1812,2018-11-22,3212.8469920544835
IF1812,2018-11-23,3138.806612784717
IF1812,2018-11-26,3130.2989285714284
IF1812,2018-11-27,3126.589483227561
IF1812,2018-11-28,3171.6553903345725
IF1812,2018-11-29,3138.724164724165
IF1812,2018-11-30,3168.0140350877195
IF1812,2018-12-03,3261.578027265437
IF1812,2018-12-04,3269.93928035982
IF1812,2018-12-05,3256.6813169984684
IF1812,2018-12-06,3186.2324667822068
IF1812,2018-12-07,3181.511587485516
IF1812,2018-12-10,3148.2585741811176
IF1812,2018-12-11,3162.482921219091
IF1812,2018-12-12,3171.4366545454545
IF1812,2018-12-13,3223.574505494505
IF1812,2018-12-14,3169.3721791044777
IF1812,2018-12-17,3169.102865540044
IF1812,2018-12-18,3127.07845659164
IF1812,2018-12-19,3092.010330912026
IF1901,2018-12-20,3071.154735152488
IF1901,2018-12-21,3032.7707236842107
IF1901,2018-12-24,3038.577015873016
IF1901,2018-12-25,3017.1751381215468
IF1901,2018-12-26,3003.2988823142678
IF1901,2018-12-27,2998.005961754781
IF1901,2018-12-28,2996.750678733032
IF1901,2019-01-02,2960.954462242563
IF1901,2019-01-03,2961.350679056469
IF1901,2019-01-04,3039.3153764581125
IF1901,2019-01-07,3049.67843866171
IF1901,2019-01-08,3050.0920263350404
IF1901,2019-01-09,3073.338738738739
IF1901,2019-01-10,3075.2771746239373
IF1901,2019-01-11,3098.379589689637
IF1901,2019-01-14,3070.7311493614657
IF1901,2019-01-15,3129.5353045535185
IF1901,2019-01-16,3130.24028436019
IF1901,2019-01-17,3114.549632352941
IF1902,2019-01-18,3158.3151515151512
IF1902,2019-01-21,3188.220873427091
IF1902,2019-01-22,3147.174269005848
IF1902,2019-01-23,3140.260346020761
IF1902,2019-01-24,3162.89243570348
IF1902,2019-01-25,3188.272869318182
IF1902,2019-01-28,3186.7447740113
IF1902,2019-01-29,3199.5131623931625
IF1902,2019-01-30,3178.5687100894
IF1902,2019-01-31,3205.723745318352
IF1902,2019-02-01,3257.4041006523767
IF1902,2019-02-11,3305.785703185704
IF1902,2019-02-12,3328.272785315244
IF1902,2019-02-13,3398.3530508474573
IF1903,2019-02-14,3401.858581235698
IF1903,2019-02-15,3353.0914498141265
IF1903,2019-02-18,3447.6935029532037
IF1903,2019-02-19,3441.3118219749654
IF1903,2019-02-20,3450.0139030612245
IF1903,2019-02-21,3447.039923712651
IF1903,2019-02-22,3534.6193173565725
IF1903,2019-02-25,3794.159310344828
IF1903,2019-02-26,3701.861973333333
IF1903,2019-02-27,3688.368680261639
IF1903,2019-02-28,3680.659113750571
IF1903,2019-03-01,3752.433664772727
IF1903,2019-03-04,3788.136143958869
IF1903,2019-03-05,3822.4243339254
IF1903,2019-03-06,3847.64425727412
IF1903,2019-03-07,3808.130236966825
IF1903,2019-03-08,3670.292715231788
IF1903,2019-03-11,3724.613921901528
IF1903,2019-03-12,3748.209601536246
IF1903,2019-03-13,3723.453044654939
IF1903,2019-03-14,3700.829691876751
IF1904,2019-03-15,3740.59328358209
IF1904,2019-03-18,3866.059404096834
IF1904,2019-03-19,3837.822368421053
IF1904,2019-03-20,3836.402923387097
IF1904,2019-03-21,3831.411952554744
IF1904,2019-03-22,3841.266162738995
IF1904,2019-03-25,3740.726911764706
IF1904,2019-03-26,3705.209939220593
IF1904,2019-03-27,3732.5713794585295
IF1904,2019-03-28,3722.250801131008
IF1904,2019-03-29,3877.166996466431
IF1904,2019-04-01,3979.8087912087913
IF1904,2019-04-02,3973.437264618434
IF1904,2019-04-03,4030.822882950696
IF1904,2019-04-04,4082.196321471411
IF1904,2019-04-08,4056.6517256071584
IF1904,2019-04-09,4080.230398598336
IF1904,2019-04-10,4086.367357512953
IF1904,2019-04-11,4011.7965570007655
IF1904,2019-04-12,3998.461119873817
IF1904,2019-04-15,3971.640809845177
IF1904,2019-04-16,4090.8963359407167
IF1904,2019-04-17,4082.748759305211
IF1905,2019-04-18,4071.2351063829774
IF1905,2019-04-19,4129.189698890649
IF1905,2019-04-22,4019.35501986755
IF1905,2019-04-23,4019.414451988361
IF1905,2019-04-24,4027.341057367829
IF1905,2019-04-25,3950.8351477449455
IF1905,2019-04-26,3892.38077682686
IF1905,2019-04-29,3911.572154617036
IF1905,2019-04-30,3911.088151658768
IF1905,2019-05-06,3670.1556414762745
IF1905,2019-05-07,3715.362346329469
IF1905,2019-05-08,3663.8563176895295
IF1905,2019-05-09,3595.9603875134558
IF1905,2019-05-10,3710.4
IF1905,2019-05-13,3653.230819284235
IF1905,2019-05-14,3639.495316804408
IF1905,2019-05-15,3712.609989142237
IF1906,2019-05-16,3733.883753258037
IF1906,2019-05-17,3617.306999307
IF1906,2019-05-20,3588.391339818011
IF1906,2019-05-21,3628.760431654676
IF1906,2019-05-22,3619.4996100857816
IF1906,2019-05-23,3560.5194980694982
IF1906,2019-05-24,3569.694910065059
IF1906,2019-05-27,3606.094412067193
IF1906,2019-05-28,3621.2205242114615
IF1906,2019-05-29,3629.594583921016
IF1906,2019-05-30,3616.748554533509
IF1906,2019-05-31,3597.100284360189
IF1906,2019-06-03,3613.8283697047495
IF1906,2019-06-04,3585.348671726755
IF1906,2019-06-05,3578.4337097684925
IF1906,2019-06-06,3547.3297452046945
IF1906,2019-06-10,3591.6846179075105
IF1906,2019-06-11,3703.4457769181176
IF1906,2019-06-12,3676.432572298325
IF1906,2019-06-13,3669.506369426752
IF1906,2019-06-14,3642.918610679109
IF1906,2019-06-17,3651.095665515919
IF1906,2019-06-18,3660.361620658949
IF1906,2019-06-19,3717.620350609756
IF1907,2019-06-20,3822.833947623666
IF1907,2019-06-21,3813.28246079614
IF1907,2019-06-24,3813.76071265418
IF1907,2019-06-25,3772.4433225921935
IF1907,2019-06-26,3770.630192797381
IF1907,2019-06-27,3812.673779236767
IF1907,2019-06-28,3813.1662839540745
IF1907,2019-07-01,3911.519191309596
IF1907,2019-07-02,3913.1429014740106
IF1907,2019-07-03,3880.348622589532
IF1907,2019-07-04,3855.257349956509
IF1907,2019-07-05,3873.01646361541
IF1907,2019-07-08,3782.0761691402968
IF1907,2019-07-09,3770.860023355391
IF1907,2019-07-10,3770.873101869516
IF1907,2019-07-11,3770.0836187639616
IF1907,2019-07-12,3799.958049807085
IF1907,2019-07-15,3817.7974861739567
IF1907,2019-07-16,3803.99799651568
IF1907,2019-07-17,3798.114953271028
IF1907,2019-07-18,3772.474436574372
IF1908,2019-07-19,3805.727552986513
IF1908,2019-07-22,3770.724840764331
IF1908,2019-07-23,3779.4315835141
IF1908,2019-07-24,3811.0233096750094
IF1908,2019-07-25,3846.008284762698
IF1908,2019-07-26,3852.668089951608
IF1908,2019-07-29,3843.594498381877
IF1908,2019-07-30,3862.332892175944
IF1908,2019-07-31,3835.610562052056
IF1908,2019-08-01,3798.264530719939
IF1908,2019-08-02,3738.3183044315992
IF1908,2019-08-05,3667.243458980044
IF1908,2019-08-06,3624.7698398576513
IF1908,2019-08-07,3600.497164667394
IF1908,2019-08-08,3638.94748603352
IF1908,2019-08-09,3620.561222339304
IF1908,2019-08-12,3672.326056338028
IF1908,2019-08-13,3652.5568917018286
IF1908,2019-08-14,3673.78388671875
IF1909,2019-08-15,3690.331395348837
IF1909,2019-08-16,3682.7725747629465
IF1909,2019-08-19,3780.344891271969
IF1909,2019-08-20,3773.792221762516
IF1909,2019-08-21,3775.026470588236
IF1909,2019-08-22,3777.730536506656
IF1909,2019-08-23,3806.4436551724143
IF1909,2019-08-26,3760.932420346562
IF1909,2019-08-27,3809.9999522216913
IF1909,2019-08-28,3795.470403587444
IF1909,2019-08-29,3780.933308687616
IF1909,2019-08-30,3790.969986979167
IF1909,2019-09-02,3833.703064230996
IF1909,2019-09-03,3836.44173290938
IF1909,2019-09-04,3882.2494264339152
IF1909,2019-09-05,3924.8839665653495
IF1909,2019-09-06,3955.096958294136
IF1909,2019-09-09,3967.095080645161
IF1909,2019-09-10,3959.1949519230766
IF1909,2019-09-11,3934.253107344633
IF1909,2019-09-12,3975.2386027235048
IF1909,2019-09-16,3960.138283828383
IF1909,2019-09-17,3890.1591520861375
IF1909,2019-09-18,3904.957375328084
IF1909,2019-09-19,3921.730312035661
IF1910,2019-09-20,3932.120289855072
IF1910,2019-09-23,3894.677946017117
IF1910,2019-09-24,3895.8249037227215
IF1910,2019-09-25,3873.186264534884
IF1910,2019-09-26,3845.88179916318
IF1910,2019-09-27,3855.015762004176
IF1910,2019-09-30,3799.385345651481
IF1910,2019-10-08,3827.673113015096
IF1910,2019-10-09,3833.573171717172
IF1910,2019-10-10,3861.236695724367
IF1910,2019-10-11,3912.1359472334193
IF1910,2019-10-14,3945.500796601169
IF1910,2019-10-15,3937.954096742349
IF1910,2019-10-16,3918.44312393888
IF1910,2019-10-17,3925.2680542986423
IF1911,2019-10-18,3880.896385542169
IF1911,2019-10-21,3866.865664997217
IF1911,2019-10-22,3878.2294779938593
IF1911,2019-10-23,3859.938659598637
IF1911,2019-10-24,3867.911441765008
IF1911,2019-10-25,3896.249025974026
IF1911,2019-10-28,3919.2348588120735
IF1911,2019-10-29,3907.434537815127
IF1911,2019-10-30,3877.9404422604425
IF1911,2019-10-31,3875.8490726429673
IF1911,2019-11-01,3955.398680872653
IF1911,2019-11-04,3974.169439071567
IF1911,2019-11-05,3998.228958051421
IF1911,2019-11-06,3983.448696757788
IF1911,2019-11-07,3988.398998887653
IF1911,2019-11-08,3973.263720073665
IF1911,2019-11-11,3908.402319859402
IF1911,2019-11-12,3899.257512116317
IF1911,2019-11-13,3899.6081235697934
IF1912,2019-11-14,3901.785530227948
IF1912,2019-11-15,3877.3772876304015
IF1912,2019-11-18,3908.756101364522
IF1912,2019-11-19,3950.636357908003
IF1912,2019-11-20,3907.3223162885206
IF1912,2019-11-21,3890.844081632653
IF1912,2019-11-22,3841.8952003173354
IF1912,2019-11-25,3873.0160147601473
IF1912,2019-11-26,3877.701405853884
IF1912,2019-11-27,3876.643089108911
IF1912,2019-11-28,3868.6213715046606
IF1912,2019-11-29,3827.287515977844
IF1912,2019-12-02,3836.968027801911
IF1912,2019-12-03,3850.8179426644174
IF1912,2019-12-04,3852.6246097337
IF1912,2019-12-05,3881.500969237252
IF1912,2019-12-06,3908.5142173002096
IF1912,2019-12-09,3901.062494073021
IF1912,2019-12-10,3904.655482166447
IF1912,2019-12-11,3909.815687955422
IF1912,2019-12-12,3899.1997409326423
IF1912,2019-12-13,3978.414895666132
IF1912,2019-12-16,3989.930455445545
IF1912,2019-12-17,4048.86820861678
IF1912,2019-12-18,4036.529780271155
IF2001,2019-12-19,4028.548361469712
IF2001,2019-12-20,4037.387991266376
IF2001,2019-12-23,3977.772258311043
IF2001,2019-12-24,4000.319001528273
IF2001,2019-12-25,4002.837465309898
IF2001,2019-12-26,4032.099424626007
IF2001,2019-12-27,4032.628871391076
IF2001,2019-12-30,4090.450662944871
IF2001,2019-12-31,4108.791562388273
IF2001,2020-01-02,4159.520437956204
IF2001,2020-01-03,4150.299268649439
IF2001,2020-01-06,4134.12202166065
IF2001,2020-01-07,4162.202054523903
IF2001,2020-01-08,4122.973815261044
IF2001,2020-01-09,4164.855379746836
IF2001,2020-01-10,4167.384568171854
IF2001,2020-01-13,4210.003592814372
IF2001,2020-01-14,4198.67358309318
IF2001,2020-01-15,4163.96513368984
IF2001,2020-01-16,4154.534485349361
IF2002,2020-01-17,4151.205241935484
IF2002,2020-01-20,4201.389120488053
IF2002,2020-01-21,4122.566365979382
IF2002,2020-01-22,4136.039479166667
IF2002,2020-01-23,3998.3347130762
IF2002,2020-02-03,3591.2
IF2002,2020-02-04,3769.0126701079303
IF2002,2020-02-05,3802.775498092412
IF2002,2020-02-06,3888.438940397352
IF2002,2020-02-07,3893.610870391486
IF2002,2020-02-10,3895.260766721044
IF2002,2020-02-11,3935.7648434238
IF2002,2020-02-12,3966.142128935532
IF2002,2020-02-13,3952.509584295613
IF2002,2020-02-14,3984.5345637583896
IF2002,2020-02-17,4076.524232081912
IF2002,2020-02-18,4049.2877380952377
IF2003,2020-02-19,4051.666949872558
IF2003,2020-02-20,4138.696299122473
IF2003,2020-02-21,4157.87581552306
IF2003,2020-02-24,4121.77149321267
IF2003,2020-02-25,4116.296701590997
IF2003,2020-02-26,4075.82626516102
IF2003,2020-02-27,4076.408986928104
IF2003,2020-02-28,3922.498249027237
IF2003,2020-03-02,4054.7881767632425
IF2003,2020-03-03,4076.696310935441
IF2003,2020-03-04,4104.477686882934
IF2003,2020-03-05,4192.712800263244
IF2003,2020-03-06,4124.877015095414
IF2003,2020-03-09,3976.992149165849
IF2003,2020-03-10,4070.615024537561
IF2003,2020-03-11,4004.5100968188094
IF2003,2020-03-12,3941.6065252854814
IF2003,2020-03-13,3893.482571428571
IF2003,2020-03-16,3697.9844676645016
IF2003,2020-03-17,3688.330779054917
IF2003,2020-03-18,3608.660381355932
IF2004,2020-03-19,3589.47194719472
IF2004,2020-03-20,3626.590466973143
IF2004,2020-03-23,3509.7994689678058
IF2004,2020-03-24,3600.627747012533
IF2004,2020-03-25,3687.763524039753
IF2004,2020-03-26,3663.108642726719
IF2004,2020-03-27,3684.048847667229
IF2004,2020-03-30,3659.267060458652
IF2004,2020-03-31,3654.336263736264
IF2004,2020-04-01,3646.819504040123
IF2004,2020-04-02,3722.7679071803855
IF2004,2020-04-03,3694.5910320284697
IF2004,2020-04-07,3776.607131280389
IF2004,2020-04-08,3763.7912594631794
IF2004,2020-04-09,3777.620111317254
IF2004,2020-04-10,3763.907428962684
IF2004,2020-04-13,3743.8638065522623
IF2004,2020-04-14,3808.678220011056
IF2004,2020-04-15,3789.8429290972495
IF2004,2020-04-16,3795.7801911381407
IF2005,2020-04-17,3849.8654292343385
IF2005,2020-04-20,3808.028648233487
IF2005,2020-04-21,3762.030508474576
IF2005,2020-04-22,3798.6414774145246
IF2005,2020-04-23,3789.2808727948
IF2005,2020-04-24,3773.474569932685
IF2005,2020-04-27,3794.711770244821
IF2005,2020-04-28,3815.8556563245834
IF2005,2020-04-29,3838.829714285714
IF2005,2020-04-30,3901.544039971449
IF2005,2020-05-06,3918.463468850541
IF2005,2020-05-07,3908.3946476360393
IF2005,2020-05-08,3950.023365890308
IF2005,2020-05-11,3950.8902036857417
IF2005,2020-05-12,3947.8093638676846
IF2005,2020-05-13,3959.017360703812
IF2006,2020-05-14,3925.3469465648855
IF2006,2020-05-15,3863.633455210237
IF2006,2020-05-18,3882.375641516661
IF2006,2020-05-19,3910.962761659934
IF2006,2020-05-20,3898.859481037924
IF2006,2020-05-21,3871.977990770323
IF2006,2020-05-22,3783.4893280632414
IF2006,2020-05-25,3792.077936962751
IF2006,2020-05-26,3827.988595484118
IF2006,2020-05-27,3809.509483705602
IF2006,2020-05-28,3815.647879042419
IF2006,2020-05-29,3819.1279757901816
IF2006,2020-06-01,3937.653126934985
IF2006,2020-06-02,3952.416903572801
IF2006,2020-06-03,3954.4678571428567
IF2006,2020-06-04,3951.893520309478
IF2006,2020-06-05,3977.2801878972095
IF2006,2020-06-08,3988.676898222941
IF2006,2020-06-09,4015.940469772815
IF2006,2020-06-10,4012.795435203095
IF2006,2020-06-11,3968.655218855218
IF2006,2020-06-12,3981.9940931465353
IF2006,2020-06-15,3931.2480032599833
